ImageID,"(T_A, T_B)",optA_img,optB_img,true_img,baseline_img,humanChoice,rejectionChoice
399,"(np.float64(0.4689482974266583), np.float64(0.7266747545628736))",DPO_dataset/Img_A/A_399.png,DPO_dataset/Img_B/B_399.png,DPO_dataset/Img_true/Real_399.png,DPO_dataset/Img_baseline/Baseline_399.png,,
400,"(np.float64(0.3608450786502494), np.float64(0.8329322735438359))",DPO_dataset/Img_A/A_400.png,DPO_dataset/Img_B/B_400.png,DPO_dataset/Img_true/Real_400.png,DPO_dataset/Img_baseline/Baseline_400.png,,
401,"(np.float64(0.29581257341056016), np.float64(0.8196706732443948))",DPO_dataset/Img_A/A_401.png,DPO_dataset/Img_B/B_401.png,DPO_dataset/Img_true/Real_401.png,DPO_dataset/Img_baseline/Baseline_401.png,,
402,"(np.float64(0.1395043230929222), np.float64(0.6584044189203266))",DPO_dataset/Img_A/A_402.png,DPO_dataset/Img_B/B_402.png,DPO_dataset/Img_true/Real_402.png,DPO_dataset/Img_baseline/Baseline_402.png,,
403,"(np.float64(0.4432649333031177), np.float64(0.8119348173473392))",DPO_dataset/Img_A/A_403.png,DPO_dataset/Img_B/B_403.png,DPO_dataset/Img_true/Real_403.png,DPO_dataset/Img_baseline/Baseline_403.png,,
404,"(np.float64(0.3779813406199758), np.float64(0.8211286097683311))",DPO_dataset/Img_A/A_404.png,DPO_dataset/Img_B/B_404.png,DPO_dataset/Img_true/Real_404.png,DPO_dataset/Img_baseline/Baseline_404.png,,
405,"(np.float64(0.3105169969342608), np.float64(0.8285373834589758))",DPO_dataset/Img_A/A_405.png,DPO_dataset/Img_B/B_405.png,DPO_dataset/Img_true/Real_405.png,DPO_dataset/Img_baseline/Baseline_405.png,,
406,"(np.float64(0.2567981112888222), np.float64(1.0))",DPO_dataset/Img_A/A_406.png,DPO_dataset/Img_B/B_406.png,DPO_dataset/Img_true/Real_406.png,DPO_dataset/Img_baseline/Baseline_406.png,,
407,"(np.float64(0.35233257985734134), np.float64(0.6955053661540787))",DPO_dataset/Img_A/A_407.png,DPO_dataset/Img_B/B_407.png,DPO_dataset/Img_true/Real_407.png,DPO_dataset/Img_baseline/Baseline_407.png,,
408,"(np.float64(0.4896607882937762), np.float64(0.789570254507618))",DPO_dataset/Img_A/A_408.png,DPO_dataset/Img_B/B_408.png,DPO_dataset/Img_true/Real_408.png,DPO_dataset/Img_baseline/Baseline_408.png,,
409,"(np.float64(0.40792122330902597), np.float64(0.7875817490637983))",DPO_dataset/Img_A/A_409.png,DPO_dataset/Img_B/B_409.png,DPO_dataset/Img_true/Real_409.png,DPO_dataset/Img_baseline/Baseline_409.png,,
410,"(np.float64(0.2622903523872781), np.float64(0.8906300214087604))",DPO_dataset/Img_A/A_410.png,DPO_dataset/Img_B/B_410.png,DPO_dataset/Img_true/Real_410.png,DPO_dataset/Img_baseline/Baseline_410.png,,
411,"(np.float64(0.3920711606816875), np.float64(0.7692540835696571))",DPO_dataset/Img_A/A_411.png,DPO_dataset/Img_B/B_411.png,DPO_dataset/Img_true/Real_411.png,DPO_dataset/Img_baseline/Baseline_411.png,,
412,"(np.float64(0.43356388047257305), np.float64(0.8296620764902183))",DPO_dataset/Img_A/A_412.png,DPO_dataset/Img_B/B_412.png,DPO_dataset/Img_true/Real_412.png,DPO_dataset/Img_baseline/Baseline_412.png,,
413,"(np.float64(0.25270770249303764), np.float64(0.6191085426919657))",DPO_dataset/Img_A/A_413.png,DPO_dataset/Img_B/B_413.png,DPO_dataset/Img_true/Real_413.png,DPO_dataset/Img_baseline/Baseline_413.png,DPO_dataset/Img_B/B_413.png,DPO_dataset/Img_B/B_413.png
414,"(np.float64(0.24875051772322415), np.float64(0.8517991983242883))",DPO_dataset/Img_A/A_414.png,DPO_dataset/Img_B/B_414.png,DPO_dataset/Img_true/Real_414.png,DPO_dataset/Img_baseline/Baseline_414.png,DPO_dataset/Img_B/B_414.png,DPO_dataset/Img_A/A_414.png
415,"(np.float64(0.395589104517739), np.float64(0.7928447506876447))",DPO_dataset/Img_A/A_415.png,DPO_dataset/Img_B/B_415.png,DPO_dataset/Img_true/Real_415.png,DPO_dataset/Img_baseline/Baseline_415.png,DPO_dataset/Img_B/B_415.png,DPO_dataset/Img_B/B_415.png
416,"(np.float64(0.5074604411915518), np.float64(0.630420112293511))",DPO_dataset/Img_A/A_416.png,DPO_dataset/Img_B/B_416.png,DPO_dataset/Img_true/Real_416.png,DPO_dataset/Img_baseline/Baseline_416.png,DPO_dataset/Img_A/A_416.png,DPO_dataset/Img_A/A_416.png
417,"(np.float64(0.34516794820131047), np.float64(0.7448278177589749))",DPO_dataset/Img_A/A_417.png,DPO_dataset/Img_B/B_417.png,DPO_dataset/Img_true/Real_417.png,DPO_dataset/Img_baseline/Baseline_417.png,,
418,"(np.float64(0.28527697995778406), np.float64(0.8512337898887989))",DPO_dataset/Img_A/A_418.png,DPO_dataset/Img_B/B_418.png,DPO_dataset/Img_true/Real_418.png,DPO_dataset/Img_baseline/Baseline_418.png,,
419,"(np.float64(0.25076441431217494), np.float64(0.8325502480861312))",DPO_dataset/Img_A/A_419.png,DPO_dataset/Img_B/B_419.png,DPO_dataset/Img_true/Real_419.png,DPO_dataset/Img_baseline/Baseline_419.png,,
420,"(np.float64(0.31142174448608795), np.float64(0.9307856372504667))",DPO_dataset/Img_A/A_420.png,DPO_dataset/Img_B/B_420.png,DPO_dataset/Img_true/Real_420.png,DPO_dataset/Img_baseline/Baseline_420.png,DPO_dataset/Img_B/B_420.png,DPO_dataset/Img_B/B_420.png
421,"(np.float64(0.3142805958249595), np.float64(0.8997861787445717))",DPO_dataset/Img_A/A_421.png,DPO_dataset/Img_B/B_421.png,DPO_dataset/Img_true/Real_421.png,DPO_dataset/Img_baseline/Baseline_421.png,,
422,"(np.float64(0.20009546866645364), np.float64(0.8396255149758906))",DPO_dataset/Img_A/A_422.png,DPO_dataset/Img_B/B_422.png,DPO_dataset/Img_true/Real_422.png,DPO_dataset/Img_baseline/Baseline_422.png,,
423,"(np.float64(0.3325566626335971), np.float64(0.8186928384865286))",DPO_dataset/Img_A/A_423.png,DPO_dataset/Img_B/B_423.png,DPO_dataset/Img_true/Real_423.png,DPO_dataset/Img_baseline/Baseline_423.png,,
424,"(np.float64(0.1637460451542467), np.float64(0.7050299645029025))",DPO_dataset/Img_A/A_424.png,DPO_dataset/Img_B/B_424.png,DPO_dataset/Img_true/Real_424.png,DPO_dataset/Img_baseline/Baseline_424.png,,
425,"(np.float64(0.29368258488075105), np.float64(0.737487215500996))",DPO_dataset/Img_A/A_425.png,DPO_dataset/Img_B/B_425.png,DPO_dataset/Img_true/Real_425.png,DPO_dataset/Img_baseline/Baseline_425.png,,
426,"(np.float64(0.3957461514550392), np.float64(0.6329205872766174))",DPO_dataset/Img_A/A_426.png,DPO_dataset/Img_B/B_426.png,DPO_dataset/Img_true/Real_426.png,DPO_dataset/Img_baseline/Baseline_426.png,DPO_dataset/Img_B/B_426.png,DPO_dataset/Img_A/A_426.png
427,"(np.float64(0.15902531617155), np.float64(0.9831009968073311))",DPO_dataset/Img_A/A_427.png,DPO_dataset/Img_B/B_427.png,DPO_dataset/Img_true/Real_427.png,DPO_dataset/Img_baseline/Baseline_427.png,DPO_dataset/Img_A/A_427.png,DPO_dataset/Img_A/A_427.png
428,"(np.float64(0.2879180814270426), np.float64(0.8240229923272195))",DPO_dataset/Img_A/A_428.png,DPO_dataset/Img_B/B_428.png,DPO_dataset/Img_true/Real_428.png,DPO_dataset/Img_baseline/Baseline_428.png,DPO_dataset/Img_B/B_428.png,DPO_dataset/Img_B/B_428.png
429,"(np.float64(0.2364220008781568), np.float64(0.6805977348949819))",DPO_dataset/Img_A/A_429.png,DPO_dataset/Img_B/B_429.png,DPO_dataset/Img_true/Real_429.png,DPO_dataset/Img_baseline/Baseline_429.png,DPO_dataset/Img_B/B_429.png,DPO_dataset/Img_B/B_429.png
430,"(np.float64(0.34763974709559736), np.float64(0.7475006522034975))",DPO_dataset/Img_A/A_430.png,DPO_dataset/Img_B/B_430.png,DPO_dataset/Img_true/Real_430.png,DPO_dataset/Img_baseline/Baseline_430.png,,
431,"(np.float64(0.39563587185348764), np.float64(0.8146454817725954))",DPO_dataset/Img_A/A_431.png,DPO_dataset/Img_B/B_431.png,DPO_dataset/Img_true/Real_431.png,DPO_dataset/Img_baseline/Baseline_431.png,DPO_dataset/Img_A/A_431.png,None
432,"(np.float64(0.29060133308526453), np.float64(0.7333158096577893))",DPO_dataset/Img_A/A_432.png,DPO_dataset/Img_B/B_432.png,DPO_dataset/Img_true/Real_432.png,DPO_dataset/Img_baseline/Baseline_432.png,,
433,"(np.float64(0.3944399210500444), np.float64(0.8619874910223241))",DPO_dataset/Img_A/A_433.png,DPO_dataset/Img_B/B_433.png,DPO_dataset/Img_true/Real_433.png,DPO_dataset/Img_baseline/Baseline_433.png,,
434,"(np.float64(0.3528840262462342), np.float64(0.6102390454014716))",DPO_dataset/Img_A/A_434.png,DPO_dataset/Img_B/B_434.png,DPO_dataset/Img_true/Real_434.png,DPO_dataset/Img_baseline/Baseline_434.png,,
435,"(np.float64(0.332785389509024), np.float64(0.6727323742975279))",DPO_dataset/Img_A/A_435.png,DPO_dataset/Img_B/B_435.png,DPO_dataset/Img_true/Real_435.png,DPO_dataset/Img_baseline/Baseline_435.png,DPO_dataset/Img_B/B_435.png,DPO_dataset/Img_B/B_435.png
436,"(np.float64(0.17878633678202024), np.float64(0.771792091954428))",DPO_dataset/Img_A/A_436.png,DPO_dataset/Img_B/B_436.png,DPO_dataset/Img_true/Real_436.png,DPO_dataset/Img_baseline/Baseline_436.png,,
437,"(np.float64(0.3794313099083442), np.float64(0.8263860179848299))",DPO_dataset/Img_A/A_437.png,DPO_dataset/Img_B/B_437.png,DPO_dataset/Img_true/Real_437.png,DPO_dataset/Img_baseline/Baseline_437.png,,
438,"(np.float64(0.25539853011705205), np.float64(0.7776121694629932))",DPO_dataset/Img_A/A_438.png,DPO_dataset/Img_B/B_438.png,DPO_dataset/Img_true/Real_438.png,DPO_dataset/Img_baseline/Baseline_438.png,DPO_dataset/Img_A/A_438.png,None
439,"(np.float64(0.3605477477395231), np.float64(0.7625362619783513))",DPO_dataset/Img_A/A_439.png,DPO_dataset/Img_B/B_439.png,DPO_dataset/Img_true/Real_439.png,DPO_dataset/Img_baseline/Baseline_439.png,,
440,"(np.float64(0.2701449599460177), np.float64(0.7411879677323124))",DPO_dataset/Img_A/A_440.png,DPO_dataset/Img_B/B_440.png,DPO_dataset/Img_true/Real_440.png,DPO_dataset/Img_baseline/Baseline_440.png,,
441,"(np.float64(0.20066963038970956), np.float64(0.8393806763440412))",DPO_dataset/Img_A/A_441.png,DPO_dataset/Img_B/B_441.png,DPO_dataset/Img_true/Real_441.png,DPO_dataset/Img_baseline/Baseline_441.png,,
442,"(np.float64(0.35555778772007085), np.float64(0.8385834578612278))",DPO_dataset/Img_A/A_442.png,DPO_dataset/Img_B/B_442.png,DPO_dataset/Img_true/Real_442.png,DPO_dataset/Img_baseline/Baseline_442.png,,
443,"(np.float64(0.06095923859113463), np.float64(0.9152594591745279))",DPO_dataset/Img_A/A_443.png,DPO_dataset/Img_B/B_443.png,DPO_dataset/Img_true/Real_443.png,DPO_dataset/Img_baseline/Baseline_443.png,,
444,"(np.float64(0.16095513317074328), np.float64(0.7871280172774043))",DPO_dataset/Img_A/A_444.png,DPO_dataset/Img_B/B_444.png,DPO_dataset/Img_true/Real_444.png,DPO_dataset/Img_baseline/Baseline_444.png,,
445,"(np.float64(0.24372081539653467), np.float64(0.7498517399010216))",DPO_dataset/Img_A/A_445.png,DPO_dataset/Img_B/B_445.png,DPO_dataset/Img_true/Real_445.png,DPO_dataset/Img_baseline/Baseline_445.png,,
446,"(np.float64(0.3626435999819475), np.float64(1.0))",DPO_dataset/Img_A/A_446.png,DPO_dataset/Img_B/B_446.png,DPO_dataset/Img_true/Real_446.png,DPO_dataset/Img_baseline/Baseline_446.png,DPO_dataset/Img_B/B_446.png,DPO_dataset/Img_B/B_446.png
447,"(np.float64(0.021614975384904974), np.float64(0.807844104897161))",DPO_dataset/Img_A/A_447.png,DPO_dataset/Img_B/B_447.png,DPO_dataset/Img_true/Real_447.png,DPO_dataset/Img_baseline/Baseline_447.png,,
448,"(np.float64(0.3706981976789288), np.float64(0.9089036523784663))",DPO_dataset/Img_A/A_448.png,DPO_dataset/Img_B/B_448.png,DPO_dataset/Img_true/Real_448.png,DPO_dataset/Img_baseline/Baseline_448.png,DPO_dataset/Img_B/B_448.png,DPO_dataset/Img_A/A_448.png
449,"(np.float64(0.2478165938272425), np.float64(0.8247320864317238))",DPO_dataset/Img_A/A_449.png,DPO_dataset/Img_B/B_449.png,DPO_dataset/Img_true/Real_449.png,DPO_dataset/Img_baseline/Baseline_449.png,DPO_dataset/Img_B/B_449.png,DPO_dataset/Img_A/A_449.png
450,"(np.float64(0.2317639412437219), np.float64(0.7138087934837335))",DPO_dataset/Img_A/A_450.png,DPO_dataset/Img_B/B_450.png,DPO_dataset/Img_true/Real_450.png,DPO_dataset/Img_baseline/Baseline_450.png,,
451,"(np.float64(0.13301618902414514), np.float64(0.8430610584600469))",DPO_dataset/Img_A/A_451.png,DPO_dataset/Img_B/B_451.png,DPO_dataset/Img_true/Real_451.png,DPO_dataset/Img_baseline/Baseline_451.png,,
452,"(np.float64(0.23334943234850594), np.float64(0.6904004910699987))",DPO_dataset/Img_A/A_452.png,DPO_dataset/Img_B/B_452.png,DPO_dataset/Img_true/Real_452.png,DPO_dataset/Img_baseline/Baseline_452.png,,
453,"(np.float64(0.3575035980935567), np.float64(0.8795564971414875))",DPO_dataset/Img_A/A_453.png,DPO_dataset/Img_B/B_453.png,DPO_dataset/Img_true/Real_453.png,DPO_dataset/Img_baseline/Baseline_453.png,,
454,"(np.float64(0.2498973261901831), np.float64(0.7728603767909112))",DPO_dataset/Img_A/A_454.png,DPO_dataset/Img_B/B_454.png,DPO_dataset/Img_true/Real_454.png,DPO_dataset/Img_baseline/Baseline_454.png,DPO_dataset/Img_A/A_454.png,None
455,"(np.float64(0.3058052005404903), np.float64(0.71334743994969))",DPO_dataset/Img_A/A_455.png,DPO_dataset/Img_B/B_455.png,DPO_dataset/Img_true/Real_455.png,DPO_dataset/Img_baseline/Baseline_455.png,DPO_dataset/Img_A/A_455.png,DPO_dataset/Img_A/A_455.png
456,"(np.float64(0.25403220882723593), np.float64(0.6341544905790094))",DPO_dataset/Img_A/A_456.png,DPO_dataset/Img_B/B_456.png,DPO_dataset/Img_true/Real_456.png,DPO_dataset/Img_baseline/Baseline_456.png,,
457,"(np.float64(0.3400830801118452), np.float64(0.6995431359817461))",DPO_dataset/Img_A/A_457.png,DPO_dataset/Img_B/B_457.png,DPO_dataset/Img_true/Real_457.png,DPO_dataset/Img_baseline/Baseline_457.png,,
458,"(np.float64(0.2658909503549582), np.float64(0.7006620278770933))",DPO_dataset/Img_A/A_458.png,DPO_dataset/Img_B/B_458.png,DPO_dataset/Img_true/Real_458.png,DPO_dataset/Img_baseline/Baseline_458.png,,
459,"(np.float64(0.3268003821830222), np.float64(0.7808727172199749))",DPO_dataset/Img_A/A_459.png,DPO_dataset/Img_B/B_459.png,DPO_dataset/Img_true/Real_459.png,DPO_dataset/Img_baseline/Baseline_459.png,,
460,"(np.float64(0.3930305377186933), np.float64(0.8112648988093943))",DPO_dataset/Img_A/A_460.png,DPO_dataset/Img_B/B_460.png,DPO_dataset/Img_true/Real_460.png,DPO_dataset/Img_baseline/Baseline_460.png,,
461,"(np.float64(0.2565287377191235), np.float64(0.8024417609583576))",DPO_dataset/Img_A/A_461.png,DPO_dataset/Img_B/B_461.png,DPO_dataset/Img_true/Real_461.png,DPO_dataset/Img_baseline/Baseline_461.png,DPO_dataset/Img_B/B_461.png,DPO_dataset/Img_A/A_461.png
462,"(np.float64(0.19341797579307785), np.float64(0.7775333333617409))",DPO_dataset/Img_A/A_462.png,DPO_dataset/Img_B/B_462.png,DPO_dataset/Img_true/Real_462.png,DPO_dataset/Img_baseline/Baseline_462.png,,
463,"(np.float64(0.34830966668886515), np.float64(0.8763807035224734))",DPO_dataset/Img_A/A_463.png,DPO_dataset/Img_B/B_463.png,DPO_dataset/Img_true/Real_463.png,DPO_dataset/Img_baseline/Baseline_463.png,,
464,"(np.float64(0.3819102705107187), np.float64(0.7116678394008512))",DPO_dataset/Img_A/A_464.png,DPO_dataset/Img_B/B_464.png,DPO_dataset/Img_true/Real_464.png,DPO_dataset/Img_baseline/Baseline_464.png,,
465,"(np.float64(0.2202400128879755), np.float64(0.7171743771214866))",DPO_dataset/Img_A/A_465.png,DPO_dataset/Img_B/B_465.png,DPO_dataset/Img_true/Real_465.png,DPO_dataset/Img_baseline/Baseline_465.png,,
466,"(np.float64(0.3421655101840033), np.float64(0.6384467944556884))",DPO_dataset/Img_A/A_466.png,DPO_dataset/Img_B/B_466.png,DPO_dataset/Img_true/Real_466.png,DPO_dataset/Img_baseline/Baseline_466.png,,
467,"(np.float64(0.32311649042948204), np.float64(0.7031018218538968))",DPO_dataset/Img_A/A_467.png,DPO_dataset/Img_B/B_467.png,DPO_dataset/Img_true/Real_467.png,DPO_dataset/Img_baseline/Baseline_467.png,DPO_dataset/Img_A/A_467.png,None
468,"(np.float64(0.3479415722075082), np.float64(0.8493181523884332))",DPO_dataset/Img_A/A_468.png,DPO_dataset/Img_B/B_468.png,DPO_dataset/Img_true/Real_468.png,DPO_dataset/Img_baseline/Baseline_468.png,DPO_dataset/Img_B/B_468.png,DPO_dataset/Img_A/A_468.png
469,"(np.float64(0.3371000770117881), np.float64(0.8259971415207888))",DPO_dataset/Img_A/A_469.png,DPO_dataset/Img_B/B_469.png,DPO_dataset/Img_true/Real_469.png,DPO_dataset/Img_baseline/Baseline_469.png,,
470,"(np.float64(0.20078182279137985), np.float64(0.5574251344789075))",DPO_dataset/Img_A/A_470.png,DPO_dataset/Img_B/B_470.png,DPO_dataset/Img_true/Real_470.png,DPO_dataset/Img_baseline/Baseline_470.png,DPO_dataset/Img_B/B_470.png,DPO_dataset/Img_A/A_470.png
471,"(np.float64(0.11988659918102669), np.float64(0.7894532063611924))",DPO_dataset/Img_A/A_471.png,DPO_dataset/Img_B/B_471.png,DPO_dataset/Img_true/Real_471.png,DPO_dataset/Img_baseline/Baseline_471.png,DPO_dataset/Img_A/A_471.png,DPO_dataset/Img_B/B_471.png
472,"(np.float64(0.4773339211259421), np.float64(0.9929629418538144))",DPO_dataset/Img_A/A_472.png,DPO_dataset/Img_B/B_472.png,DPO_dataset/Img_true/Real_472.png,DPO_dataset/Img_baseline/Baseline_472.png,,
473,"(np.float64(0.3099915037311698), np.float64(0.8824711730171119))",DPO_dataset/Img_A/A_473.png,DPO_dataset/Img_B/B_473.png,DPO_dataset/Img_true/Real_473.png,DPO_dataset/Img_baseline/Baseline_473.png,,
474,"(np.float64(0.4354488878794003), np.float64(0.8522864105813691))",DPO_dataset/Img_A/A_474.png,DPO_dataset/Img_B/B_474.png,DPO_dataset/Img_true/Real_474.png,DPO_dataset/Img_baseline/Baseline_474.png,,
475,"(np.float64(0.41740631353136687), np.float64(0.9281367705467692))",DPO_dataset/Img_A/A_475.png,DPO_dataset/Img_B/B_475.png,DPO_dataset/Img_true/Real_475.png,DPO_dataset/Img_baseline/Baseline_475.png,,
476,"(np.float64(0.15317050657344963), np.float64(0.9382777211192879))",DPO_dataset/Img_A/A_476.png,DPO_dataset/Img_B/B_476.png,DPO_dataset/Img_true/Real_476.png,DPO_dataset/Img_baseline/Baseline_476.png,DPO_dataset/Img_B/B_476.png,DPO_dataset/Img_B/B_476.png
477,"(np.float64(0.28108853824908947), np.float64(1.0))",DPO_dataset/Img_A/A_477.png,DPO_dataset/Img_B/B_477.png,DPO_dataset/Img_true/Real_477.png,DPO_dataset/Img_baseline/Baseline_477.png,,
478,"(np.float64(0.10209742968551334), np.float64(0.7005936210009409))",DPO_dataset/Img_A/A_478.png,DPO_dataset/Img_B/B_478.png,DPO_dataset/Img_true/Real_478.png,DPO_dataset/Img_baseline/Baseline_478.png,,
479,"(np.float64(0.29470440198453757), np.float64(0.545197910544759))",DPO_dataset/Img_A/A_479.png,DPO_dataset/Img_B/B_479.png,DPO_dataset/Img_true/Real_479.png,DPO_dataset/Img_baseline/Baseline_479.png,,
480,"(np.float64(0.23559411616436057), np.float64(0.7058054208488806))",DPO_dataset/Img_A/A_480.png,DPO_dataset/Img_B/B_480.png,DPO_dataset/Img_true/Real_480.png,DPO_dataset/Img_baseline/Baseline_480.png,DPO_dataset/Img_A/A_480.png,DPO_dataset/Img_B/B_480.png
481,"(np.float64(0.22971143814272846), np.float64(0.8485746004684253))",DPO_dataset/Img_A/A_481.png,DPO_dataset/Img_B/B_481.png,DPO_dataset/Img_true/Real_481.png,DPO_dataset/Img_baseline/Baseline_481.png,,
482,"(np.float64(0.26993595426881806), np.float64(0.8209142522454684))",DPO_dataset/Img_A/A_482.png,DPO_dataset/Img_B/B_482.png,DPO_dataset/Img_true/Real_482.png,DPO_dataset/Img_baseline/Baseline_482.png,,
483,"(np.float64(0.5150208863995563), np.float64(0.9807092834038578))",DPO_dataset/Img_A/A_483.png,DPO_dataset/Img_B/B_483.png,DPO_dataset/Img_true/Real_483.png,DPO_dataset/Img_baseline/Baseline_483.png,,
484,"(np.float64(0.3099017018808921), np.float64(0.7078767043848749))",DPO_dataset/Img_A/A_484.png,DPO_dataset/Img_B/B_484.png,DPO_dataset/Img_true/Real_484.png,DPO_dataset/Img_baseline/Baseline_484.png,DPO_dataset/Img_B/B_484.png,DPO_dataset/Img_B/B_484.png
485,"(np.float64(0.3964885740975073), np.float64(0.920615365464589))",DPO_dataset/Img_A/A_485.png,DPO_dataset/Img_B/B_485.png,DPO_dataset/Img_true/Real_485.png,DPO_dataset/Img_baseline/Baseline_485.png,,
486,"(np.float64(0.28941971815210876), np.float64(0.529875319452473))",DPO_dataset/Img_A/A_486.png,DPO_dataset/Img_B/B_486.png,DPO_dataset/Img_true/Real_486.png,DPO_dataset/Img_baseline/Baseline_486.png,,
487,"(np.float64(0.3531725365610994), np.float64(0.7302953527122769))",DPO_dataset/Img_A/A_487.png,DPO_dataset/Img_B/B_487.png,DPO_dataset/Img_true/Real_487.png,DPO_dataset/Img_baseline/Baseline_487.png,DPO_dataset/Img_B/B_487.png,DPO_dataset/Img_B/B_487.png
488,"(np.float64(0.15461317243112555), np.float64(0.8739099403688002))",DPO_dataset/Img_A/A_488.png,DPO_dataset/Img_B/B_488.png,DPO_dataset/Img_true/Real_488.png,DPO_dataset/Img_baseline/Baseline_488.png,DPO_dataset/Img_A/A_488.png,DPO_dataset/Img_A/A_488.png
489,"(np.float64(0.18650002996082932), np.float64(0.8806044476778405))",DPO_dataset/Img_A/A_489.png,DPO_dataset/Img_B/B_489.png,DPO_dataset/Img_true/Real_489.png,DPO_dataset/Img_baseline/Baseline_489.png,,
490,"(np.float64(0.22761730076787257), np.float64(0.656870478047908))",DPO_dataset/Img_A/A_490.png,DPO_dataset/Img_B/B_490.png,DPO_dataset/Img_true/Real_490.png,DPO_dataset/Img_baseline/Baseline_490.png,DPO_dataset/Img_A/A_490.png,DPO_dataset/Img_A/A_490.png
491,"(np.float64(0.26500780704425153), np.float64(0.7359441388194462))",DPO_dataset/Img_A/A_491.png,DPO_dataset/Img_B/B_491.png,DPO_dataset/Img_true/Real_491.png,DPO_dataset/Img_baseline/Baseline_491.png,,
492,"(np.float64(0.12462218842746209), np.float64(0.711669016807596))",DPO_dataset/Img_A/A_492.png,DPO_dataset/Img_B/B_492.png,DPO_dataset/Img_true/Real_492.png,DPO_dataset/Img_baseline/Baseline_492.png,DPO_dataset/Img_A/A_492.png,DPO_dataset/Img_B/B_492.png
493,"(np.float64(0.3648582229218911), np.float64(0.8554054339102055))",DPO_dataset/Img_A/A_493.png,DPO_dataset/Img_B/B_493.png,DPO_dataset/Img_true/Real_493.png,DPO_dataset/Img_baseline/Baseline_493.png,,
494,"(np.float64(0.39698955747423037), np.float64(0.7005251204475947))",DPO_dataset/Img_A/A_494.png,DPO_dataset/Img_B/B_494.png,DPO_dataset/Img_true/Real_494.png,DPO_dataset/Img_baseline/Baseline_494.png,,
495,"(np.float64(0.3020265815141325), np.float64(0.6759562773791766))",DPO_dataset/Img_A/A_495.png,DPO_dataset/Img_B/B_495.png,DPO_dataset/Img_true/Real_495.png,DPO_dataset/Img_baseline/Baseline_495.png,DPO_dataset/Img_B/B_495.png,DPO_dataset/Img_A/A_495.png
496,"(np.float64(0.2893699397090857), np.float64(0.8842946284071681))",DPO_dataset/Img_A/A_496.png,DPO_dataset/Img_B/B_496.png,DPO_dataset/Img_true/Real_496.png,DPO_dataset/Img_baseline/Baseline_496.png,DPO_dataset/Img_B/B_496.png,DPO_dataset/Img_B/B_496.png
497,"(np.float64(0.3520132265595636), np.float64(0.6840538892307809))",DPO_dataset/Img_A/A_497.png,DPO_dataset/Img_B/B_497.png,DPO_dataset/Img_true/Real_497.png,DPO_dataset/Img_baseline/Baseline_497.png,,
498,"(np.float64(0.22722797989123975), np.float64(0.6972094164506043))",DPO_dataset/Img_A/A_498.png,DPO_dataset/Img_B/B_498.png,DPO_dataset/Img_true/Real_498.png,DPO_dataset/Img_baseline/Baseline_498.png,,
499,"(np.float64(0.364958007690181), np.float64(0.8893505024253825))",DPO_dataset/Img_A/A_499.png,DPO_dataset/Img_B/B_499.png,DPO_dataset/Img_true/Real_499.png,DPO_dataset/Img_baseline/Baseline_499.png,DPO_dataset/Img_A/A_499.png,DPO_dataset/Img_A/A_499.png
500,"(np.float64(0.14971940840281792), np.float64(0.7379924771410804))",DPO_dataset/Img_A/A_500.png,DPO_dataset/Img_B/B_500.png,DPO_dataset/Img_true/Real_500.png,DPO_dataset/Img_baseline/Baseline_500.png,,
501,"(np.float64(0.26191982134612), np.float64(0.927209452600985))",DPO_dataset/Img_A/A_501.png,DPO_dataset/Img_B/B_501.png,DPO_dataset/Img_true/Real_501.png,DPO_dataset/Img_baseline/Baseline_501.png,,
502,"(np.float64(0.2916381546784791), np.float64(0.833950015461042))",DPO_dataset/Img_A/A_502.png,DPO_dataset/Img_B/B_502.png,DPO_dataset/Img_true/Real_502.png,DPO_dataset/Img_baseline/Baseline_502.png,DPO_dataset/Img_B/B_502.png,DPO_dataset/Img_A/A_502.png
503,"(np.float64(0.17826159109956372), np.float64(0.8391641769116339))",DPO_dataset/Img_A/A_503.png,DPO_dataset/Img_B/B_503.png,DPO_dataset/Img_true/Real_503.png,DPO_dataset/Img_baseline/Baseline_503.png,DPO_dataset/Img_B/B_503.png,DPO_dataset/Img_B/B_503.png
504,"(np.float64(0.30891298759741187), np.float64(0.8952861192939344))",DPO_dataset/Img_A/A_504.png,DPO_dataset/Img_B/B_504.png,DPO_dataset/Img_true/Real_504.png,DPO_dataset/Img_baseline/Baseline_504.png,DPO_dataset/Img_B/B_504.png,DPO_dataset/Img_B/B_504.png
505,"(np.float64(0.4894412111027687), np.float64(0.7583430492374762))",DPO_dataset/Img_A/A_505.png,DPO_dataset/Img_B/B_505.png,DPO_dataset/Img_true/Real_505.png,DPO_dataset/Img_baseline/Baseline_505.png,DPO_dataset/Img_A/A_505.png,DPO_dataset/Img_A/A_505.png
506,"(np.float64(0.40883977985075637), np.float64(0.9618340911976041))",DPO_dataset/Img_A/A_506.png,DPO_dataset/Img_B/B_506.png,DPO_dataset/Img_true/Real_506.png,DPO_dataset/Img_baseline/Baseline_506.png,DPO_dataset/Img_A/A_506.png,DPO_dataset/Img_A/A_506.png
